wavelength,counts
188.65,102.41
189.10,102.41
189.56,102.41
190.01,102.41
190.47,102.41
190.92,124.58
191.37,134.12
191.83,145.13
192.28,157.49
192.74,171.00
193.19,185.41
193.64,200.43
194.10,216.31
194.55,232.95
195.01,250.29
195.46,268.30
195.91,286.94
196.37,306.20
196.82,326.01
197.27,346.31
197.73,366.97
198.18,387.79
198.63,408.54
199.09,428.93
199.54,448.66
199.99,467.40
200.45,484.90
200.90,500.91
201.35,515.29
201.81,527.95
202.26,538.90
202.71,548.19
203.17,555.94
203.62,562.26
204.07,567.31
204.53,571.23
204.98,574.16
205.43,576.20
205.89,577.48
206.34,578.09
206.79,578.14
207.25,577.70
207.70,576.89
208.15,575.76
208.60,574.41
209.06,572.89
209.51,571.27
209.96,569.59
210.41,567.88
210.87,566.17
211.32,564.48
211.77,562.79
212.23,561.11
212.68,559.42
213.13,557.68
213.58,555.87
214.04,553.97
214.49,551.94
214.94,549.80
215.39,547.57
215.84,545.30
216.30,543.06
216.75,540.96
217.20,539.10
217.65,537.60
218.11,536.56
218.56,536.05
219.01,536.10
219.46,536.68
219.91,537.72
220.37,539.10
220.82,540.70
221.27,542.37
221.72,543.99
222.17,545.47
222.63,546.78
223.08,547.93
223.53,548.96
223.98,549.95
224.43,550.96
224.88,552.05
225.34,553.25
225.79,554.52
226.24,555.82
226.69,557.06
227.14,558.15
227.59,559.00
228.04,559.51
228.50,559.65
228.95,559.40
229.40,558.79
229.85,557.88
230.30,556.75
230.75,555.52
231.20,554.31
231.66,553.23
232.11,552.40
232.56,551.90
233.01,551.78
233.46,552.06
233.91,552.72
234.36,553.71
234.81,554.96
235.26,556.37
235.71,557.85
236.17,559.29
236.62,560.62
237.07,561.77
237.52,562.70
237.97,563.39
238.42,563.84
238.87,564.08
239.32,564.14
239.77,564.06
240.22,563.86
240.67,563.56
241.12,563.18
241.57,562.70
242.02,562.13
242.47,561.43
242.92,560.61
243.37,559.66
243.82,558.61
244.27,557.47
244.72,556.31
245.18,555.19
245.63,554.18
246.08,553.35
246.53,552.79
246.98,552.54
247.43,552.65
247.88,553.15
248.33,554.06
248.78,555.37
249.23,557.03
249.68,559.00
250.12,561.19
250.57,563.47
251.02,565.73
251.47,567.81
251.92,569.56
