wavelength,counts
188.65,56.34
189.10,56.34
189.56,56.34
190.01,56.34
190.47,56.34
190.92,81.51
191.37,92.41
191.83,105.05
192.28,119.32
192.74,135.02
193.19,151.90
193.64,169.66
194.10,188.60
194.55,208.62
195.01,229.66
195.46,251.61
195.91,274.40
196.37,297.90
196.82,321.95
197.27,346.33
197.73,370.80
198.18,395.03
198.63,418.67
199.09,441.38
199.54,462.80
199.99,482.62
200.45,500.60
200.90,516.56
201.35,530.43
201.81,542.20
202.26,551.99
202.71,559.93
203.17,566.24
203.62,571.14
204.07,574.86
204.53,577.60
204.98,579.53
205.43,580.79
205.89,581.46
206.34,581.60
206.79,581.24
207.25,580.40
207.70,579.11
208.15,577.41
208.60,575.40
209.06,573.18
209.51,570.90
209.96,568.69
210.41,566.71
210.87,565.07
211.32,563.85
211.77,563.07
212.23,562.68
212.68,562.60
213.13,562.68
213.58,562.77
214.04,562.71
214.49,562.38
214.94,561.68
215.39,560.57
215.84,559.07
216.30,557.25
216.75,555.22
217.20,553.10
217.65,551.01
218.11,549.07
218.56,547.36
219.01,545.93
219.46,544.79
219.91,543.94
220.37,543.36
220.82,543.01
221.27,542.87
221.72,542.93
222.17,543.19
222.63,543.66
223.08,544.37
223.53,545.33
223.98,546.55
224.43,547.99
224.88,549.63
225.34,551.38
225.79,553.17
226.24,554.88
226.69,556.42
227.14,557.70
227.59,558.64
228.04,559.20
228.50,559.37
228.95,559.18
229.40,558.66
229.85,557.88
230.30,556.90
230.75,555.79
231.20,554.61
231.66,553.40
232.11,552.19
232.56,551.01
233.01,549.88
233.46,548.81
233.91,547.84
234.36,546.99
234.81,546.32
235.26,545.88
235.71,545.71
236.17,545.87
236.62,546.38
237.07,547.25
237.52,548.46
237.97,549.95
238.42,551.64
238.87,553.42
239.32,555.17
239.77,556.78
240.22,558.15
240.67,559.21
241.12,559.94
241.57,560.34
242.02,560.46
242.47,560.39
242.92,560.21
243.37,560.04
243.82,559.97
244.27,560.07
244.72,560.41
245.18,561.01
245.63,561.86
246.08,562.93
246.53,564.17
246.98,565.50
247.43,566.86
247.88,568.16
248.33,569.34
248.78,570.31
249.23,571.03
249.68,571.42
250.12,571.45
250.57,571.08
251.02,570.27
251.47,569.02
251.92,567.33
