wavelength,counts
188.65,714.36
189.10,714.36
189.56,714.36
190.01,714.36
190.47,714.36
190.92,729.29
191.37,736.00
191.83,743.94
192.28,753.11
192.74,763.45
193.19,774.85
193.64,787.19
194.10,800.66
194.55,815.23
195.01,830.87
195.46,847.54
195.91,865.18
196.37,883.70
196.82,902.96
197.27,922.78
197.73,942.92
198.18,963.11
198.63,983.05
199.09,1002.42
199.54,1020.94
199.99,1038.33
200.45,1054.41
200.90,1069.01
201.35,1082.07
201.81,1093.56
202.26,1103.53
202.71,1112.06
203.17,1119.25
203.62,1125.25
204.07,1130.17
204.53,1134.16
204.98,1137.36
205.43,1139.87
205.89,1141.83
206.34,1143.33
206.79,1144.45
207.25,1145.26
207.70,1145.81
208.15,1146.11
208.60,1146.18
209.06,1145.99
209.51,1145.50
209.96,1144.67
210.41,1143.46
210.87,1141.83
211.32,1139.76
211.77,1137.24
212.23,1134.30
212.68,1131.00
213.13,1127.41
213.58,1123.64
214.04,1119.80
214.49,1116.03
214.94,1112.43
215.39,1109.11
215.84,1106.13
216.30,1103.55
216.75,1101.36
217.20,1099.56
217.65,1098.11
218.11,1096.99
218.56,1096.16
219.01,1095.61
219.46,1095.35
219.91,1095.41
220.37,1095.81
220.82,1096.60
221.27,1097.78
221.72,1099.37
222.17,1101.34
222.63,1103.62
223.08,1106.14
223.53,1108.78
223.98,1111.45
224.43,1114.03
224.88,1116.42
225.34,1118.56
225.79,1120.40
226.24,1121.91
226.69,1123.09
227.14,1123.98
227.59,1124.61
228.04,1125.00
228.50,1125.22
228.95,1125.28
229.40,1125.23
229.85,1125.08
230.30,1124.86
230.75,1124.58
231.20,1124.25
231.66,1123.89
232.11,1123.51
232.56,1123.10
233.01,1122.68
233.46,1122.24
233.91,1121.75
234.36,1121.20
234.81,1120.54
235.26,1119.75
235.71,1118.77
236.17,1117.60
236.62,1116.22
237.07,1114.65
237.52,1112.96
237.97,1111.20
238.42,1109.48
238.87,1107.89
239.32,1106.54
239.77,1105.51
240.22,1104.84
240.67,1104.56
241.12,1104.61
241.57,1104.94
242.02,1105.44
242.47,1105.99
242.92,1106.46
243.37,1106.76
243.82,1106.81
244.27,1106.60
244.72,1106.15
245.18,1105.54
245.63,1104.89
246.08,1104.34
246.53,1104.03
246.98,1104.08
247.43,1104.59
247.88,1105.59
248.33,1107.07
248.78,1108.96
249.23,1111.17
249.68,1113.56
250.12,1116.00
250.57,1118.36
251.02,1120.51
251.47,1122.38
251.92,1123.91
252.37,1125.08
252.82,1125.90
253.27,1126.38
253.72,1126.59
254.17,1126.58
254.62,1126.40
255.07,1126.11
255.52,1125.76
255.97,1125.41
256.42,1125.08
256.87,1124.81
257.32,1124.62
257.77,1124.53
258.22,1124.53
258.66,1124.60
259.11,1124.74
259.56,1124.89
260.01,1125.00
260.46,1125.03
260.91,1124.92
261.36,1124.62
261.81,1124.11
262.26,1123.40
262.71,1122.53
263.15,1121.56
263.60,1120.57
264.05,1119.66
264.50,1118.92
264.95,1118.42
265.40,1118.18
265.85,1118.21
266.30,1118.44
266.74,1118.81
267.19,1119.21
267.64,1119.54
268.09,1119.75
268.54,1119.78
268.99,1119.65
269.43,1119.43
269.88,1119.22
270.33,1119.15
270.78,1119.36
271.23,1119.97
271.68,1121.06
272.12,1122.65
272.57,1124.72
273.02,1127.17
273.47,1129.85
273.92,1132.58
274.36,1135.17
274.81,1137.43
275.26,1139.21
275.71,1140.41
276.16,1140.97
276.60,1140.89
277.05,1140.23
277.50,1139.08
277.95,1137.56
278.39,1135.82
278.84,1134.00
279.29,1132.23
279.74,1130.62
280.19,1129.26
280.63,1128.20
281.08,1127.48
281.53,1127.10
281.98,1127.03
282.42,1127.27
282.87,1127.77
283.32,1128.50
283.76,1129.46
284.21,1130.63
284.66,1132.02
285.11,1133.63
285.55,1135.47
286.00,1137.55
286.45,1139.86
286.89,1142.38
287.34,1145.06
287.79,1147.87
288.23,1150.73
288.68,1153.57
289.13,1156.31
289.58,1158.87
290.02,1161.18
290.47,1163.17
290.92,1164.77
291.36,1165.93
291.81,1166.58
292.26,1166.71
292.70,1166.28
293.15,1165.29
293.60,1163.76
294.04,1161.75
294.49,1159.31
294.93,1156.55
295.38,1153.57
295.83,1150.48
296.27,1147.42
296.72,1144.47
297.17,1141.73
297.61,1139.26
298.06,1137.13
298.50,1135.36
298.95,1133.96
299.40,1132.93
299.84,1132.28
300.29,1131.98
300.73,1132.02
301.18,1132.36
301.63,1132.98
302.07,1133.82
302.52,1134.84
302.96,1135.95
303.41,1137.11
303.85,1138.22
304.30,1139.24
304.75,1140.11
305.19,1140.79
305.64,1141.28
306.08,1141.57
306.53,1141.68
306.97,1141.65
307.42,1141.51
307.86,1141.30
308.31,1141.08
308.75,1140.90
309.20,1140.81
309.65,1140.88
310.09,1141.17
310.54,1141.73
310.98,1142.62
311.43,1143.84
