wavelength,counts
188.65,671.14
189.10,671.14
189.56,671.14
190.01,671.14
190.47,671.14
190.92,706.38
191.37,720.50
191.83,736.09
192.28,752.74
192.74,769.99
193.19,787.34
193.64,804.30
194.10,821.38
194.55,838.53
195.01,855.77
195.46,873.16
195.91,890.82
196.37,908.85
196.82,927.30
197.27,946.18
197.73,965.43
198.18,984.92
198.63,1004.41
199.09,1023.63
199.54,1042.24
199.99,1059.89
200.45,1076.28
200.90,1091.14
201.35,1104.28
201.81,1115.64
202.26,1125.21
202.71,1133.12
203.17,1139.53
203.62,1144.66
204.07,1148.76
204.53,1152.03
204.98,1154.67
205.43,1156.81
205.89,1158.55
206.34,1159.92
206.79,1160.95
207.25,1161.65
207.70,1162.03
208.15,1162.13
208.60,1162.01
209.06,1161.77
209.51,1161.52
209.96,1161.37
210.41,1161.40
210.87,1161.67
211.32,1162.17
211.77,1162.85
212.23,1163.61
212.68,1164.31
213.13,1164.83
213.58,1165.01
214.04,1164.79
214.49,1164.13
214.94,1163.04
215.39,1161.60
215.84,1159.93
216.30,1158.18
216.75,1156.49
217.20,1154.99
217.65,1153.77
218.11,1152.89
218.56,1152.37
219.01,1152.18
219.46,1152.25
219.91,1152.52
220.37,1152.90
220.82,1153.31
221.27,1153.68
221.72,1153.96
222.17,1154.11
222.63,1154.14
223.08,1154.05
223.53,1153.87
223.98,1153.65
224.43,1153.44
224.88,1153.29
225.34,1153.27
225.79,1153.40
226.24,1153.72
226.69,1154.22
227.14,1154.91
227.59,1155.77
228.04,1156.77
228.50,1157.88
228.95,1159.10
229.40,1160.40
229.85,1161.76
230.30,1163.18
230.75,1164.63
231.20,1166.06
231.66,1167.45
232.11,1168.71
232.56,1169.78
233.01,1170.59
233.46,1171.07
233.91,1171.20
234.36,1170.97
234.81,1170.42
235.26,1169.63
235.71,1168.73
236.17,1167.85
236.62,1167.13
237.07,1166.73
237.52,1166.74
237.97,1167.24
238.42,1168.23
238.87,1169.68
239.32,1171.50
239.77,1173.59
240.22,1175.80
240.67,1178.00
241.12,1180.08
241.57,1181.93
242.02,1183.50
242.47,1184.73
242.92,1185.60
243.37,1186.08
243.82,1186.16
244.27,1185.81
244.72,1185.01
245.18,1183.74
245.63,1181.98
246.08,1179.75
246.53,1177.08
246.98,1174.06
