wavelength,counts
188.65,268.55
189.10,268.55
189.56,268.55
190.01,268.55
190.47,268.55
190.92,303.02
191.37,317.39
191.83,333.67
192.28,351.61
192.74,370.85
193.19,390.95
193.64,411.43
194.10,432.66
194.55,454.47
195.01,476.63
195.46,498.97
195.91,521.26
196.37,543.31
196.82,564.87
197.27,585.71
197.73,605.63
198.18,624.42
198.63,641.90
199.09,657.95
199.54,672.47
199.99,685.43
200.45,696.84
200.90,706.77
201.35,715.32
201.81,722.62
202.26,728.81
202.71,734.03
203.17,738.40
203.62,742.04
204.07,745.01
204.53,747.38
204.98,749.19
205.43,750.46
205.89,751.24
206.34,751.58
206.79,751.52
207.25,751.14
207.70,750.51
208.15,749.67
208.60,748.69
209.06,747.60
209.51,746.42
209.96,745.14
210.41,743.76
210.87,742.29
211.32,740.72
211.77,739.09
212.23,737.42
212.68,735.79
213.13,734.27
213.58,732.92
214.04,731.82
214.49,730.99
214.94,730.46
215.39,730.20
215.84,730.19
216.30,730.36
216.75,730.62
217.20,730.92
217.65,731.16
218.11,731.30
218.56,731.32
219.01,731.21
219.46,730.99
219.91,730.72
220.37,730.47
220.82,730.32
221.27,730.34
221.72,730.62
222.17,731.20
222.63,732.10
223.08,733.30
223.53,734.77
223.98,736.42
224.43,738.15
224.88,739.87
225.34,741.47
225.79,742.87
226.24,744.02
226.69,744.90
227.14,745.52
227.59,745.94
228.04,746.22
228.50,746.44
228.95,746.66
229.40,746.96
229.85,747.38
230.30,747.95
230.75,748.68
231.20,749.53
231.66,750.46
232.11,751.41
232.56,752.30
233.01,753.05
233.46,753.60
233.91,753.87
234.36,753.83
234.81,753.45
235.26,752.76
235.71,751.79
236.17,750.60
236.62,749.28
237.07,747.90
237.52,746.55
237.97,745.31
238.42,744.22
238.87,743.34
239.32,742.69
239.77,742.27
240.22,742.09
240.67,742.12
241.12,742.35
241.57,742.71
242.02,743.16
242.47,743.61
242.92,743.99
243.37,744.21
243.82,744.18
244.27,743.85
244.72,743.18
245.18,742.17
245.63,740.87
246.08,739.36
246.53,737.77
246.98,736.23
247.43,734.89
247.88,733.87
248.33,733.29
248.78,733.19
249.23,733.61
249.68,734.50
250.12,735.82
250.57,737.50
251.02,739.42
251.47,741.51
251.92,743.69
252.37,745.86
252.82,747.96
253.27,749.92
253.72,751.69
254.17,753.21
254.62,754.41
255.07,755.26
255.52,755.73
255.97,755.82
256.42,755.53
256.87,754.93
257.32,754.08
257.77,753.08
258.22,752.03
258.66,751.02
259.11,750.15
259.56,749.48
260.01,749.04
260.46,748.83
260.91,748.80
261.36,748.88
261.81,748.99
262.26,749.01
262.71,748.85
263.15,748.41
263.60,747.66
264.05,746.56
264.50,745.16
264.95,743.51
265.40,741.72
265.85,739.91
266.30,738.21
266.74,736.74
267.19,735.60
267.64,734.88
268.09,734.62
268.54,734.82
268.99,735.49
269.43,736.57
269.88,738.01
270.33,739.73
270.78,741.64
271.23,743.64
271.68,745.62
272.12,747.47
272.57,749.11
273.02,750.45
273.47,751.44
273.92,752.06
274.36,752.32
274.81,752.28
275.26,752.01
275.71,751.61
276.16,751.18
276.60,750.82
277.05,750.60
277.50,750.59
277.95,750.80
278.39,751.26
278.84,751.95
279.29,752.85
279.74,753.90
280.19,755.08
280.63,756.33
281.08,757.60
281.53,758.84
281.98,759.98
282.42,760.96
282.87,761.72
283.32,762.21
283.76,762.40
284.21,762.26
284.66,761.79
285.11,761.02
285.55,759.98
286.00,758.74
286.45,757.37
286.89,755.96
287.34,754.58
287.79,753.33
288.23,752.26
288.68,751.44
289.13,750.91
289.58,750.68
290.02,750.74
290.47,751.05
290.92,751.59
291.36,752.28
291.81,753.08
292.26,753.93
292.70,754.82
293.15,755.71
293.60,756.62
294.04,757.55
294.49,758.52
294.93,759.55
295.38,760.62
295.83,761.73
296.27,762.85
296.72,763.93
297.17,764.92
297.61,765.77
298.06,766.43
298.50,766.87
298.95,767.08
299.40,767.04
299.84,766.78
300.29,766.32
300.73,765.69
301.18,764.94
301.63,764.08
302.07,763.16
302.52,762.19
302.96,761.17
303.41,760.11
303.85,758.99
304.30,757.79
304.75,756.50
305.19,755.10
305.64,753.59
306.08,751.97
306.53,750.26
306.97,748.49
307.42,746.72
307.86,745.00
308.31,743.41
308.75,742.02
309.20,740.92
309.65,740.18
310.09,739.84
310.54,739.93
310.98,740.46
311.43,741.39
311.87,742.66
312.32,744.20
312.76,745.90
313.21,747.66
313.65,749.37
314.10,750.97
314.54,752.38
314.99,753.58
315.43,754.55
315.87,755.32
316.32,755.91
316.76,756.36
317.21,756.71
317.65,756.98
318.10,757.19
318.54,757.35
318.99,757.45
319.43,757.49
319.88,757.45
320.32,757.35
320.76,757.21
321.21,757.05
321.65,756.91
322.10,756.83
322.54,756.84
322.99,756.96
323.43,757.17
323.87,757.45
324.32,757.77
324.76,758.06
325.21,758.28
325.65,758.38
326.09,758.36
326.54,758.20
326.98,757.94
327.42,757.63
327.87,757.33
328.31,757.08
328.76,756.95
329.20,756.97
329.64,757.14
330.09,757.45
330.53,757.89
330.97,758.41
331.42,758.97
331.86,759.54
332.30,760.08
332.75,760.59
333.19,761.06
333.63,761.48
334.08,761.87
334.52,762.22
334.96,762.53
335.41,762.80
335.85,763.00
336.29,763.13
336.74,763.15
337.18,763.04
337.62,762.79
338.06,762.39
338.51,761.85
338.95,761.16
339.39,760.36
339.84,759.48
340.28,758.54
340.72,757.57
341.16,756.58
341.61,755.60
342.05,754.60
342.49,753.59
342.93,752.53
343.38,751.41
343.82,750.23
344.26,748.99
344.70,747.74
345.15,746.54
345.59,745.47
346.03,744.65
346.47,744.17
346.92,744.15
347.36,744.66
347.80,745.74
348.24,747.40
348.68,749.59
349.13,752.23
349.57,755.19
350.01,758.32
350.45,761.46
350.89,764.45
351.34,767.14
351.78,769.41
352.22,771.18
352.66,772.39
353.10,773.05
353.54,773.20
353.99,772.89
354.43,772.21
354.87,771.26
355.31,770.14
355.75,768.94
356.19,767.72
356.63,766.54
357.08,765.41
357.52,764.35
357.96,763.34
358.40,762.37
358.84,761.44
359.28,760.54
359.72,759.70
360.16,758.95
360.60,758.35
361.05,757.98
361.49,757.93
361.93,758.25
362.37,759.02
362.81,760.25
363.25,761.93
363.69,764.00
364.13,766.35
364.57,768.83
365.01,771.27
365.45,773.52
365.89,775.40
366.33,776.81
366.78,777.67
367.22,777.98
367.66,777.77
368.10,777.12
368.54,776.17
368.98,775.02
369.42,773.81
369.86,772.63
370.30,771.52
370.74,770.53
371.18,769.62
371.62,768.77
372.06,767.94
372.50,767.08
372.94,766.19
373.38,765.28
373.82,764.38
374.26,763.57
374.70,762.92
375.14,762.53
375.58,762.47
376.02,762.77
376.46,763.45
376.90,764.45
377.34,765.71
377.78,767.09
378.21,768.46
378.65,769.66
379.09,770.56
379.53,771.02
379.97,770.98
380.41,770.40
380.85,769.29
381.29,767.71
381.73,765.75
382.17,763.55
382.61,761.24
383.05,758.98
383.49,756.89
383.93,755.10
384.36,753.69
384.80,752.72
385.24,752.20
385.68,752.11
386.12,752.39
386.56,752.94
387.00,753.69
387.44,754.51
387.87,755.33
388.31,756.06
388.75,756.68
389.19,757.16
389.63,757.52
390.07,757.79
390.51,758.01
390.94,758.22
391.38,758.45
391.82,758.72
392.26,759.03
392.70,759.36
393.14,759.68
393.57,759.97
394.01,760.20
394.45,760.36
394.89,760.45
395.33,760.46
395.76,760.41
396.20,760.34
396.64,760.24
397.08,760.16
397.52,760.10
397.95,760.08
398.39,760.11
398.83,760.20
399.27,760.35
399.70,760.56
400.14,760.86
400.58,761.24
401.02,761.70
401.45,762.25
401.89,762.85
402.33,763.49
402.77,764.12
403.20,764.68
403.64,765.12
