wavelength,counts
188.65,10.25
189.10,10.25
189.56,10.25
190.01,10.25
190.47,10.25
190.92,47.28
191.37,62.22
191.83,78.81
192.28,96.66
192.74,115.33
193.19,134.31
193.64,153.08
194.10,172.11
194.55,191.26
195.01,210.42
195.46,229.50
195.91,248.45
196.37,267.22
196.82,285.76
197.27,304.05
197.73,322.05
198.18,339.74
198.63,357.10
199.09,374.08
199.54,390.62
199.99,406.62
200.45,421.98
200.90,436.57
201.35,450.25
201.81,462.91
202.26,474.44
202.71,484.75
203.17,493.82
203.62,501.64
204.07,508.23
204.53,513.65
204.98,517.99
205.43,521.34
205.89,523.80
206.34,525.45
206.79,526.41
207.25,526.76
207.70,526.58
208.15,525.97
208.60,524.98
209.06,523.72
209.51,522.24
209.96,520.62
210.41,518.95
210.87,517.29
211.32,515.71
211.77,514.25
212.23,512.97
212.68,511.87
213.13,510.96
213.58,510.19
214.04,509.53
214.49,508.88
214.94,508.17
215.39,507.31
215.84,506.21
216.30,504.83
216.75,503.15
217.20,501.18
217.65,498.99
218.11,496.66
218.56,494.31
219.01,492.06
219.46,490.03
219.91,488.34
220.37,487.05
220.82,486.21
221.27,485.84
221.72,485.93
222.17,486.45
222.63,487.34
223.08,488.58
223.53,490.11
223.98,491.90
224.43,493.91
224.88,496.12
225.34,498.48
225.79,500.95
226.24,503.45
226.69,505.93
227.14,508.30
227.59,510.48
228.04,512.39
228.50,513.97
228.95,515.17
229.40,515.96
229.85,516.34
230.30,516.32
230.75,515.93
231.20,515.24
231.66,514.30
232.11,513.22
232.56,512.08
233.01,510.99
233.46,510.05
233.91,509.34
234.36,508.92
234.81,508.82
235.26,509.05
235.71,509.56
236.17,510.29
236.62,511.14
237.07,512.01
237.52,512.80
237.97,513.43
238.42,513.83
238.87,513.96
239.32,513.80
239.77,513.35
240.22,512.64
240.67,511.69
241.12,510.53
241.57,509.21
242.02,507.77
242.47,506.26
242.92,504.74
243.37,503.27
243.82,501.92
244.27,500.77
244.72,499.91
245.18,499.42
245.63,499.37
246.08,499.80
246.53,500.76
246.98,502.24
247.43,504.20
247.88,506.57
248.33,509.23
248.78,512.05
249.23,514.89
249.68,517.60
250.12,520.04
250.57,522.10
251.02,523.70
251.47,524.79
251.92,525.37
252.37,525.46
252.82,525.10
253.27,524.35
253.72,523.29
254.17,521.99
254.62,520.52
255.07,518.92
255.52,517.27
255.97,515.59
256.42,513.93
256.87,512.31
257.32,510.77
257.77,509.35
258.22,508.09
258.66,507.02
259.11,506.18
259.56,505.60
260.01,505.31
260.46,505.31
260.91,505.58
261.36,506.07
261.81,506.73
262.26,507.50
262.71,508.29
263.15,509.03
263.60,509.67
264.05,510.18
264.50,510.55
264.95,510.77
265.40,510.87
265.85,510.86
266.30,510.75
266.74,510.54
267.19,510.20
267.64,509.70
268.09,509.00
268.54,508.07
268.99,506.89
269.43,505.47
269.88,503.85
270.33,502.10
270.78,500.33
271.23,498.64
271.68,497.17
272.12,496.03
272.57,495.33
273.02,495.11
273.47,495.41
273.92,496.20
274.36,497.43
274.81,499.00
275.26,500.81
275.71,502.74
276.16,504.71
276.60,506.61
277.05,508.40
277.50,510.04
277.95,511.52
278.39,512.85
278.84,514.07
279.29,515.18
279.74,516.21
280.19,517.15
280.63,517.99
281.08,518.70
281.53,519.24
281.98,519.59
282.42,519.70
282.87,519.59
283.32,519.26
283.76,518.76
284.21,518.16
284.66,517.53
285.11,516.95
285.55,516.50
286.00,516.21
286.45,516.10
286.89,516.15
287.34,516.29
287.79,516.45
288.23,516.56
288.68,516.54
289.13,516.32
289.58,515.89
290.02,515.24
290.47,514.40
290.92,513.41
291.36,512.33
291.81,511.19
292.26,510.06
292.70,508.96
293.15,507.94
293.60,507.02
294.04,506.27
294.49,505.73
294.93,505.48
295.38,505.60
295.83,506.14
296.27,507.15
296.72,508.63
297.17,510.54
297.61,512.80
298.06,515.28
298.50,517.84
298.95,520.32
299.40,522.59
299.84,524.53
300.29,526.07
300.73,527.16
301.18,527.82
301.63,528.06
302.07,527.94
302.52,527.48
302.96,526.76
303.41,525.81
303.85,524.70
304.30,523.48
304.75,522.24
305.19,521.07
305.64,520.07
306.08,519.36
306.53,519.03
306.97,519.17
307.42,519.83
307.86,521.02
308.31,522.71
308.75,524.84
309.20,527.31
309.65,529.99
310.09,532.76
310.54,535.50
310.98,538.09
311.43,540.44
311.87,542.46
312.32,544.10
312.76,545.33
313.21,546.13
313.65,546.52
314.10,546.54
314.54,546.26
314.99,545.75
315.43,545.09
315.87,544.33
316.32,543.52
316.76,542.66
317.21,541.76
317.65,540.76
318.10,539.64
318.54,538.36
318.99,536.89
319.43,535.25
319.88,533.45
320.32,531.55
320.76,529.61
321.21,527.68
321.65,525.80
322.10,524.02
322.54,522.33
322.99,520.73
323.43,519.22
323.87,517.79
324.32,516.46
324.76,515.27
325.21,514.27
325.65,513.55
326.09,513.18
326.54,513.23
326.98,513.74
327.42,514.70
327.87,516.08
328.31,517.80
328.76,519.72
329.20,521.71
329.64,523.64
330.09,525.38
330.53,526.85
330.97,528.02
331.42,528.92
331.86,529.60
332.30,530.16
332.75,530.72
333.19,531.37
333.63,532.17
334.08,533.15
334.52,534.29
334.96,535.49
335.41,536.65
335.85,537.64
336.29,538.31
336.74,538.54
337.18,538.25
337.62,537.41
338.06,536.03
338.51,534.17
338.95,531.95
339.39,529.50
339.84,526.99
340.28,524.57
340.72,522.40
341.16,520.62
341.61,519.33
342.05,518.59
342.49,518.44
342.93,518.86
343.38,519.80
343.82,521.19
344.26,522.91
344.70,524.83
345.15,526.81
345.59,528.70
346.03,530.37
346.47,531.71
346.92,532.62
347.36,533.04
347.80,532.98
348.24,532.46
348.68,531.57
349.13,530.40
349.57,529.09
350.01,527.78
350.45,526.62
350.89,525.70
351.34,525.12
351.78,524.92
352.22,525.12
352.66,525.69
353.10,526.61
353.54,527.81
353.99,529.25
354.43,530.89
354.87,532.71
355.31,534.67
355.75,536.78
356.19,539.02
356.63,541.38
357.08,543.82
357.52,546.31
357.96,548.76
358.40,551.09
358.84,553.20
359.28,555.00
359.72,556.39
360.16,557.34
360.60,557.81
361.05,557.84
361.49,557.51
361.93,556.90
362.37,556.13
362.81,555.33
363.25,554.59
363.69,553.96
364.13,553.48
364.57,553.10
365.01,552.78
365.45,552.43
365.89,551.98
366.33,551.36
366.78,550.56
367.22,549.59
367.66,548.53
368.10,547.46
368.54,546.50
368.98,545.77
369.42,545.35
369.86,545.29
370.30,545.58
370.74,546.17
371.18,546.97
371.62,547.86
372.06,548.73
372.50,549.48
372.94,550.05
373.38,550.44
373.82,550.68
374.26,550.88
374.70,551.13
375.14,551.58
375.58,552.34
376.02,553.47
376.46,555.02
376.90,556.95
377.34,559.18
377.78,561.59
378.21,564.04
378.65,566.35
379.09,568.38
379.53,570.02
379.97,571.20
380.41,571.88
380.85,572.10
381.29,571.92
381.73,571.46
382.17,570.86
382.61,570.24
383.05,569.77
383.49,569.57
383.93,569.75
384.36,570.40
384.80,571.54
385.24,573.19
385.68,575.31
386.12,577.82
386.56,580.62
387.00,583.58
387.44,586.56
387.87,589.40
388.31,591.98
388.75,594.17
389.19,595.87
389.63,597.03
390.07,597.61
390.51,597.63
390.94,597.15
391.38,596.25
391.82,595.06
392.26,593.71
392.70,592.35
393.14,591.11
393.57,590.14
394.01,589.52
394.45,589.34
394.89,589.62
395.33,590.39
395.76,591.62
396.20,593.28
396.64,595.34
397.08,597.78
397.52,600.56
397.95,603.65
398.39,607.06
398.83,610.76
399.27,614.74
399.70,618.96
400.14,623.39
400.58,627.96
401.02,632.64
401.45,637.35
401.89,642.05
402.33,646.69
402.77,651.24
403.20,655.70
403.64,660.07
404.08,664.34
404.52,668.53
404.95,672.65
405.39,676.68
405.83,680.62
406.26,684.47
406.70,688.21
407.14,691.86
407.58,695.42
408.01,698.94
408.45,702.47
408.89,706.08
409.32,709.85
409.76,713.87
410.20,718.20
410.63,722.90
411.07,728.02
411.51,733.56
411.94,739.50
412.38,745.82
412.82,752.46
413.25,759.35
413.69,766.42
414.12,773.61
414.56,780.84
415.00,788.09
415.43,795.33
415.87,802.55
416.31,809.79
416.74,817.06
417.18,824.41
417.61,831.86
418.05,839.46
418.49,847.18
418.92,855.04
419.36,862.98
419.79,870.97
420.23,878.97
420.67,886.93
421.10,894.83
421.54,902.68
421.97,910.48
422.41,918.30
422.84,926.17
423.28,934.16
423.71,942.32
424.15,950.65
424.59,959.17
425.02,967.82
425.46,976.57
425.89,985.34
426.33,994.05
426.76,1002.64
427.20,1011.06
427.63,1019.31
428.07,1027.39
428.50,1035.33
428.94,1043.18
429.37,1051.00
429.81,1058.83
430.24,1066.70
430.68,1074.62
431.11,1082.60
431.55,1090.61
431.98,1098.64
432.42,1106.66
432.85,1114.64
433.28,1122.56
433.72,1130.44
434.15,1138.26
434.59,1146.05
435.02,1153.81
435.46,1161.58
435.89,1169.36
436.33,1177.16
