wavelength,counts
188.65,246.26
189.10,246.26
189.56,246.26
190.01,246.26
190.47,246.26
190.92,276.36
191.37,289.04
191.83,303.50
192.28,319.52
192.74,336.78
193.19,354.89
193.64,373.40
194.10,392.59
194.55,412.25
195.01,432.20
195.46,452.23
195.91,472.20
196.37,491.95
196.82,511.32
197.27,530.20
197.73,548.46
198.18,565.98
198.63,582.67
199.09,598.43
199.54,613.16
199.99,626.79
200.45,639.28
200.90,650.58
201.35,660.68
201.81,669.59
202.26,677.36
202.71,684.04
203.17,689.70
203.62,694.42
204.07,698.30
204.53,701.43
204.98,703.90
205.43,705.78
205.89,707.14
206.34,708.05
206.79,708.55
207.25,708.70
207.70,708.53
208.15,708.08
208.60,707.38
209.06,706.49
209.51,705.45
209.96,704.29
210.41,703.07
210.87,701.82
211.32,700.58
211.77,699.37
212.23,698.22
212.68,697.13
213.13,696.10
213.58,695.14
214.04,694.22
214.49,693.36
214.94,692.54
215.39,691.75
215.84,690.99
216.30,690.26
216.75,689.56
217.20,688.87
217.65,688.21
218.11,687.57
218.56,686.95
219.01,686.34
219.46,685.76
219.91,685.20
220.37,684.69
220.82,684.23
221.27,683.84
221.72,683.53
222.17,683.31
222.63,683.19
223.08,683.15
223.53,683.20
223.98,683.31
224.43,683.47
224.88,683.64
225.34,683.81
225.79,683.97
226.24,684.12
226.69,684.25
227.14,684.37
227.59,684.51
228.04,684.67
228.50,684.87
228.95,685.11
229.40,685.39
229.85,685.71
230.30,686.03
230.75,686.36
231.20,686.66
231.66,686.92
232.11,687.13
232.56,687.27
233.01,687.36
233.46,687.38
233.91,687.36
234.36,687.31
234.81,687.23
235.26,687.16
235.71,687.09
236.17,687.05
236.62,687.06
237.07,687.13
237.52,687.28
237.97,687.53
238.42,687.88
238.87,688.35
239.32,688.94
239.77,689.65
240.22,690.46
240.67,691.38
241.12,692.36
241.57,693.39
242.02,694.43
242.47,695.45
242.92,696.39
243.37,697.23
243.82,697.92
244.27,698.45
244.72,698.81
245.18,699.01
245.63,699.08
246.08,699.05
246.53,698.98
246.98,698.91
247.43,698.88
247.88,698.93
248.33,699.05
248.78,699.24
249.23,699.46
249.68,699.67
250.12,699.81
250.57,699.86
251.02,699.76
251.47,699.51
251.92,699.11
252.37,698.59
252.82,697.99
253.27,697.35
253.72,696.73
254.17,696.18
254.62,695.73
255.07,695.40
255.52,695.19
255.97,695.08
256.42,695.04
256.87,695.06
257.32,695.10
257.77,695.13
258.22,695.14
258.66,695.12
259.11,695.09
259.56,695.04
260.01,694.99
260.46,694.97
260.91,694.96
261.36,694.98
261.81,695.02
262.26,695.08
262.71,695.12
263.15,695.13
263.60,695.08
264.05,694.97
264.50,694.76
264.95,694.45
265.40,694.04
265.85,693.55
266.30,693.01
266.74,692.44
267.19,691.90
267.64,691.44
268.09,691.10
268.54,690.94
268.99,691.00
269.43,691.30
269.88,691.84
270.33,692.62
270.78,693.60
271.23,694.75
271.68,696.00
272.12,697.31
272.57,698.61
273.02,699.85
273.47,700.98
273.92,701.97
274.36,702.80
274.81,703.45
275.26,703.91
275.71,704.19
276.16,704.30
276.60,704.24
277.05,704.05
277.50,703.74
277.95,703.33
278.39,702.87
278.84,702.37
279.29,701.87
279.74,701.39
280.19,700.98
280.63,700.65
281.08,700.44
281.53,700.35
281.98,700.41
282.42,700.63
282.87,700.98
283.32,701.47
283.76,702.06
284.21,702.72
284.66,703.38
285.11,704.01
285.55,704.54
286.00,704.92
286.45,705.12
286.89,705.11
287.34,704.88
287.79,704.46
288.23,703.86
288.68,703.14
289.13,702.34
289.58,701.51
290.02,700.72
290.47,699.99
290.92,699.38
291.36,698.91
291.81,698.60
292.26,698.47
292.70,698.53
293.15,698.77
293.60,699.19
294.04,699.78
294.49,700.52
294.93,701.37
295.38,702.32
295.83,703.31
296.27,704.31
296.72,705.28
297.17,706.16
297.61,706.94
298.06,707.59
298.50,708.08
298.95,708.41
299.40,708.59
299.84,708.63
300.29,708.54
300.73,708.35
301.18,708.08
301.63,707.76
302.07,707.42
302.52,707.09
302.96,706.79
303.41,706.54
303.85,706.36
304.30,706.26
304.75,706.24
305.19,706.30
305.64,706.42
306.08,706.59
306.53,706.78
306.97,706.97
307.42,707.15
307.86,707.30
308.31,707.43
308.75,707.52
309.20,707.61
309.65,707.69
310.09,707.79
310.54,707.92
310.98,708.07
311.43,708.25
311.87,708.46
312.32,708.66
312.76,708.85
313.21,709.02
313.65,709.15
314.10,709.26
314.54,709.33
314.99,709.41
315.43,709.50
315.87,709.64
316.32,709.85
316.76,710.14
317.21,710.52
317.65,710.99
318.10,711.53
318.54,712.13
318.99,712.77
319.43,713.41
319.88,714.05
320.32,714.67
320.76,715.26
321.21,715.81
321.65,716.32
322.10,716.79
322.54,717.23
322.99,717.64
323.43,718.03
323.87,718.41
324.32,718.79
324.76,719.18
325.21,719.59
325.65,720.03
326.09,720.51
326.54,721.04
326.98,721.62
327.42,722.26
327.87,722.96
328.31,723.71
328.76,724.51
329.20,725.35
329.64,726.22
330.09,727.11
330.53,728.02
330.97,728.94
331.42,729.89
331.86,730.86
332.30,731.87
332.75,732.92
333.19,734.01
333.63,735.13
334.08,736.30
334.52,737.49
334.96,738.69
335.41,739.92
335.85,741.16
336.29,742.41
336.74,743.70
337.18,745.03
337.62,746.42
338.06,747.88
338.51,749.42
338.95,751.05
339.39,752.74
339.84,754.50
340.28,756.31
340.72,758.13
341.16,759.97
341.61,761.81
342.05,763.64
342.49,765.46
342.93,767.28
343.38,769.11
343.82,770.94
344.26,772.77
344.70,774.58
345.15,776.37
345.59,778.11
346.03,779.76
346.47,781.29
346.92,782.70
347.36,783.95
347.80,785.05
348.24,785.99
348.68,786.78
349.13,787.45
349.57,788.02
350.01,788.50
350.45,788.94
350.89,789.34
351.34,789.74
351.78,790.16
352.22,790.62
352.66,791.14
353.10,791.73
353.54,792.40
353.99,793.16
354.43,793.99
354.87,794.89
355.31,795.83
355.75,796.79
356.19,797.73
356.63,798.61
357.08,799.41
357.52,800.09
357.96,800.65
358.40,801.06
358.84,801.34
359.28,801.50
359.72,801.56
360.16,801.56
360.60,801.54
361.05,801.54
361.49,801.57
361.93,801.67
362.37,801.82
362.81,802.03
363.25,802.27
363.69,802.48
364.13,802.63
364.57,802.68
365.01,802.58
365.45,802.31
365.89,801.86
366.33,801.24
366.78,800.48
367.22,799.60
367.66,798.64
368.10,797.67
368.54,796.70
368.98,795.79
369.42,794.94
369.86,794.16
370.30,793.47
370.74,792.82
371.18,792.20
371.62,791.58
372.06,790.91
372.50,790.14
372.94,789.26
373.38,788.23
373.82,787.04
374.26,785.69
374.70,784.19
375.14,782.58
375.58,780.90
376.02,779.19
376.46,777.49
376.90,775.85
377.34,774.31
377.78,772.88
378.21,771.57
378.65,770.39
379.09,769.33
379.53,768.37
379.97,767.48
380.41,766.65
380.85,765.84
381.29,765.03
381.73,764.21
382.17,763.36
382.61,762.48
383.05,761.58
383.49,760.67
383.93,759.78
384.36,758.94
384.80,758.18
385.24,757.53
385.68,757.01
386.12,756.63
386.56,756.40
387.00,756.30
387.44,756.30
387.87,756.35
388.31,756.43
388.75,756.50
389.19,756.50
389.63,756.44
390.07,756.28
390.51,756.04
390.94,755.72
391.38,755.33
391.82,754.91
392.26,754.45
392.70,753.99
393.14,753.53
393.57,753.08
394.01,752.63
394.45,752.20
394.89,751.77
395.33,751.36
395.76,750.97
396.20,750.59
396.64,750.24
397.08,749.93
397.52,749.67
397.95,749.45
398.39,749.29
398.83,749.19
399.27,749.17
399.70,749.23
400.14,749.37
400.58,749.62
401.02,749.98
401.45,750.44
401.89,751.00
402.33,751.66
402.77,752.37
403.20,753.12
403.64,753.84
404.08,754.51
404.52,755.08
404.95,755.51
405.39,755.79
405.83,755.91
406.26,755.87
406.70,755.70
407.14,755.43
407.58,755.09
408.01,754.72
408.45,754.35
408.89,754.02
409.32,753.73
409.76,753.51
410.20,753.36
410.63,753.28
411.07,753.28
411.51,753.34
411.94,753.45
412.38,753.61
412.82,753.79
413.25,753.97
413.69,754.13
414.12,754.26
414.56,754.34
415.00,754.36
415.43,754.32
415.87,754.23
416.31,754.11
416.74,753.97
417.18,753.85
417.61,753.77
418.05,753.75
418.49,753.80
418.92,753.96
419.36,754.21
419.79,754.57
420.23,755.04
420.67,755.63
421.10,756.32
421.54,757.13
421.97,758.06
422.41,759.09
422.84,760.21
423.28,761.41
423.71,762.66
424.15,763.92
424.59,765.17
425.02,766.36
425.46,767.46
425.89,768.46
426.33,769.33
426.76,770.08
427.20,770.72
427.63,771.27
428.07,771.76
428.50,772.21
428.94,772.64
429.37,773.06
429.81,773.47
430.24,773.86
430.68,774.22
431.11,774.53
431.55,774.76
431.98,774.91
432.42,774.96
432.85,774.92
433.28,774.81
433.72,774.64
434.15,774.44
434.59,774.26
435.02,774.12
435.46,774.05
435.89,774.07
436.33,774.19
436.76,774.40
437.19,774.70
437.63,775.04
438.06,775.41
438.50,775.75
438.93,776.03
439.37,776.23
439.80,776.32
440.23,776.30
440.67,776.18
441.10,776.00
441.53,775.80
441.97,775.64
442.40,775.58
442.84,775.68
443.27,775.97
443.70,776.48
444.14,777.21
444.57,778.15
445.00,779.24
445.44,780.44
445.87,781.66
446.30,782.82
446.74,783.85
447.17,784.68
447.60,785.27
448.04,785.59
448.47,785.63
448.90,785.44
449.34,785.06
449.77,784.57
450.20,784.03
450.64,783.55
451.07,783.21
451.50,783.07
451.93,783.20
452.37,783.61
452.80,784.31
453.23,785.28
453.67,786.47
454.10,787.80
454.53,789.22
454.96,790.64
455.40,792.00
455.83,793.23
456.26,794.31
456.69,795.21
457.13,795.93
457.56,796.46
457.99,796.84
458.42,797.08
458.86,797.21
459.29,797.27
459.72,797.28
460.15,797.29
460.58,797.33
461.02,797.45
461.45,797.70
461.88,798.15
462.31,798.84
462.74,799.82
463.18,801.13
463.61,802.77
464.04,804.74
464.47,807.00
464.90,809.49
465.33,812.13
465.77,814.82
466.20,817.47
466.63,819.98
467.06,822.27
467.49,824.30
467.92,826.03
468.35,827.49
468.78,828.69
469.22,829.69
469.65,830.56
470.08,831.37
470.51,832.19
470.94,833.09
471.37,834.12
471.80,835.33
472.23,836.78
472.66,838.49
473.10,840.51
473.53,842.87
473.96,845.62
474.39,848.77
474.82,852.33
475.25,856.32
475.68,860.68
476.11,865.38
476.54,870.34
476.97,875.46
477.40,880.65
477.83,885.79
478.26,890.78
478.69,895.56
479.12,900.04
479.55,904.18
479.98,907.96
480.41,911.38
480.84,914.44
