wavelength,counts
188.65,0.00
189.10,0.00
189.56,0.00
190.01,0.00
190.47,0.00
190.92,41.28
191.37,57.68
191.83,75.73
192.28,94.99
192.74,114.99
193.19,135.21
193.64,155.15
194.10,175.51
194.55,196.26
195.01,217.44
195.46,239.06
195.91,261.14
196.37,283.63
196.82,306.40
197.27,329.25
197.73,351.91
198.18,374.06
198.63,395.34
199.09,415.42
199.54,433.98
199.99,450.79
200.45,465.70
200.90,478.67
201.35,489.74
201.81,499.05
202.26,506.80
202.71,513.22
203.17,518.54
203.62,522.95
204.07,526.63
204.53,529.69
204.98,532.22
205.43,534.26
205.89,535.83
206.34,536.96
206.79,537.66
207.25,537.96
207.70,537.92
208.15,537.58
208.60,537.02
209.06,536.30
209.51,535.49
209.96,534.64
210.41,533.79
210.87,532.97
211.32,532.21
211.77,531.52
212.23,530.90
212.68,530.39
213.13,530.02
213.58,529.81
214.04,529.82
214.49,530.07
214.94,530.60
215.39,531.39
215.84,532.39
216.30,533.52
216.75,534.64
217.20,535.58
217.65,536.19
218.11,536.30
218.56,535.78
219.01,534.57
219.46,532.67
219.91,530.17
220.37,527.20
220.82,523.98
221.27,520.71
221.72,517.61
222.17,514.89
222.63,512.67
223.08,511.02
223.53,509.97
223.98,509.46
224.43,509.39
224.88,509.64
225.34,510.08
225.79,510.59
226.24,511.09
226.69,511.53
227.14,511.90
227.59,512.22
228.04,512.57
228.50,513.01
228.95,513.62
229.40,514.47
229.85,515.60
230.30,517.02
230.75,518.69
231.20,520.57
231.66,522.58
232.11,524.61
232.56,526.59
233.01,528.43
233.46,530.07
233.91,531.48
234.36,532.64
234.81,533.57
235.26,534.30
235.71,534.84
236.17,535.23
236.62,535.50
237.07,535.68
237.52,535.76
237.97,535.77
238.42,535.72
238.87,535.59
239.32,535.41
239.77,535.15
240.22,534.81
240.67,534.36
241.12,533.80
241.57,533.10
242.02,532.26
242.47,531.29
242.92,530.22
243.37,529.11
243.82,528.02
244.27,527.03
244.72,526.25
245.18,525.75
245.63,525.61
246.08,525.86
246.53,526.54
246.98,527.62
247.43,529.08
247.88,530.83
248.33,532.80
248.78,534.89
249.23,536.97
249.68,538.95
250.12,540.73
250.57,542.22
251.02,543.37
251.47,544.16
251.92,544.63
252.37,544.81
252.82,544.79
253.27,544.66
253.72,544.51
254.17,544.41
254.62,544.43
255.07,544.56
255.52,544.80
255.97,545.09
256.42,545.34
256.87,545.49
257.32,545.45
257.77,545.18
258.22,544.64
258.66,543.84
259.11,542.84
259.56,541.70
260.01,540.50
260.46,539.35
260.91,538.32
261.36,537.48
261.81,536.87
262.26,536.51
262.71,536.38
263.15,536.46
263.60,536.69
264.05,537.02
264.50,537.42
264.95,537.84
265.40,538.28
265.85,538.74
266.30,539.27
266.74,539.89
267.19,540.65
267.64,541.60
268.09,542.73
268.54,544.05
268.99,545.53
269.43,547.10
269.88,548.69
270.33,550.22
270.78,551.63
271.23,552.84
271.68,553.81
272.12,554.52
272.57,554.96
273.02,555.10
273.47,554.96
273.92,554.51
274.36,553.76
274.81,552.68
275.26,551.28
275.71,549.57
276.16,547.58
276.60,545.37
277.05,543.01
277.50,540.63
277.95,538.32
278.39,536.20
278.84,534.38
279.29,532.94
279.74,531.93
280.19,531.39
280.63,531.30
281.08,531.63
281.53,532.32
281.98,533.32
282.42,534.55
282.87,535.94
283.32,537.44
283.76,539.01
284.21,540.61
284.66,542.24
285.11,543.87
285.55,545.50
286.00,547.09
286.45,548.61
286.89,550.00
287.34,551.18
287.79,552.09
288.23,552.63
288.68,552.75
289.13,552.42
289.58,551.64
290.02,550.49
290.47,549.08
290.92,547.57
291.36,546.14
291.81,544.98
292.26,544.26
292.70,544.10
293.15,544.58
293.60,545.70
294.04,547.43
294.49,549.65
294.93,552.23
295.38,554.99
295.83,557.77
296.27,560.39
296.72,562.71
297.17,564.61
297.61,566.01
298.06,566.83
298.50,567.05
298.95,566.69
299.40,565.77
299.84,564.35
300.29,562.51
300.73,560.33
301.18,557.90
301.63,555.31
302.07,552.63
302.52,549.92
302.96,547.24
303.41,544.62
303.85,542.10
304.30,539.71
304.75,537.47
305.19,535.44
305.64,533.66
306.08,532.15
306.53,530.97
306.97,530.14
307.42,529.66
307.86,529.53
308.31,529.71
308.75,530.17
309.20,530.84
309.65,531.67
310.09,532.58
310.54,533.52
310.98,534.43
311.43,535.28
311.87,536.03
312.32,536.69
312.76,537.24
313.21,537.70
313.65,538.09
314.10,538.44
314.54,538.77
314.99,539.12
315.43,539.49
315.87,539.90
316.32,540.36
316.76,540.85
317.21,541.38
317.65,541.92
318.10,542.49
318.54,543.07
318.99,543.69
319.43,544.35
319.88,545.06
320.32,545.84
320.76,546.68
321.21,547.54
321.65,548.38
322.10,549.14
322.54,549.74
322.99,550.08
323.43,550.11
323.87,549.78
324.32,549.06
324.76,548.00
325.21,546.66
325.65,545.15
326.09,543.59
326.54,542.13
326.98,540.90
327.42,540.03
327.87,539.61
328.31,539.69
328.76,540.27
329.20,541.33
