wavelength,counts
188.65,299.19
189.10,299.19
189.56,299.19
190.01,299.19
190.47,299.19
190.92,300.58
191.37,303.05
191.83,307.21
192.28,313.48
192.74,322.17
193.19,333.51
193.64,347.55
194.10,364.12
194.55,383.01
195.01,403.87
195.46,426.30
195.91,449.85
196.37,474.06
196.82,498.51
197.27,522.79
197.73,546.55
198.18,569.48
198.63,591.33
199.09,611.90
199.54,631.02
199.99,648.59
200.45,664.54
200.90,678.85
201.35,691.55
201.81,702.71
202.26,712.43
202.71,720.83
203.17,728.01
203.62,734.09
204.07,739.12
204.53,743.15
204.98,746.18
205.43,748.19
205.89,749.17
206.34,749.12
206.79,748.07
207.25,746.11
207.70,743.36
208.15,740.01
208.60,736.26
209.06,732.35
209.51,728.51
209.96,724.97
210.41,721.89
210.87,719.41
211.32,717.61
211.77,716.52
212.23,716.12
212.68,716.33
213.13,717.05
213.58,718.17
214.04,719.56
214.49,721.07
214.94,722.57
215.39,723.97
215.84,725.15
216.30,726.04
216.75,726.59
217.20,726.78
217.65,726.59
218.11,726.04
218.56,725.17
219.01,724.03
219.46,722.66
219.91,721.14
220.37,719.53
220.82,717.89
221.27,716.29
221.72,714.79
222.17,713.43
222.63,712.26
223.08,711.31
223.53,710.62
223.98,710.19
224.43,710.01
224.88,710.08
225.34,710.36
225.79,710.78
226.24,711.29
226.69,711.81
227.14,712.26
227.59,712.56
228.04,712.67
228.50,712.54
228.95,712.14
229.40,711.49
229.85,710.59
230.30,709.50
230.75,708.26
231.20,706.94
231.66,705.59
232.11,704.31
232.56,703.15
233.01,702.21
233.46,701.56
233.91,701.27
234.36,701.40
234.81,701.97
235.26,703.01
235.71,704.49
236.17,706.34
236.62,708.48
237.07,710.79
237.52,713.16
237.97,715.45
238.42,717.58
238.87,719.45
239.32,721.05
239.77,722.35
240.22,723.39
240.67,724.23
241.12,724.94
241.57,725.59
242.02,726.27
242.47,727.03
242.92,727.92
243.37,728.97
243.82,730.19
244.27,731.55
244.72,733.02
245.18,734.53
245.63,736.00
246.08,737.33
246.53,738.42
246.98,739.18
247.43,739.52
247.88,739.40
248.33,738.81
248.78,737.77
249.23,736.34
249.68,734.62
250.12,732.73
250.57,730.79
251.02,728.93
251.47,727.25
251.92,725.85
252.37,724.79
252.82,724.09
253.27,723.78
253.72,723.82
254.17,724.19
254.62,724.81
255.07,725.61
255.52,726.50
255.97,727.39
256.42,728.17
256.87,728.76
257.32,729.08
257.77,729.09
258.22,728.75
258.66,728.07
259.11,727.11
259.56,725.94
260.01,724.67
260.46,723.41
260.91,722.31
261.36,721.49
261.81,721.04
262.26,721.05
262.71,721.53
263.15,722.45
263.60,723.74
264.05,725.29
264.50,726.94
264.95,728.56
265.40,730.02
265.85,731.20
266.30,732.05
266.74,732.56
267.19,732.75
267.64,732.69
268.09,732.46
268.54,732.15
268.99,731.81
269.43,731.50
269.88,731.22
270.33,730.96
270.78,730.70
271.23,730.38
271.68,729.98
272.12,729.48
272.57,728.86
273.02,728.16
273.47,727.41
273.92,726.67
274.36,726.01
274.81,725.47
275.26,725.12
275.71,725.00
276.16,725.12
276.60,725.49
277.05,726.08
277.50,726.84
277.95,727.72
278.39,728.63
278.84,729.50
279.29,730.27
279.74,730.89
280.19,731.36
280.63,731.69
281.08,731.94
281.53,732.18
281.98,732.50
282.42,732.99
282.87,733.73
283.32,734.75
283.76,736.06
284.21,737.61
284.66,739.32
285.11,741.07
285.55,742.74
286.00,744.18
286.45,745.28
286.89,745.97
287.34,746.21
287.79,746.01
288.23,745.44
288.68,744.61
289.13,743.64
289.58,742.68
290.02,741.85
290.47,741.25
290.92,740.95
291.36,740.98
291.81,741.32
292.26,741.90
292.70,742.62
293.15,743.36
293.60,743.97
294.04,744.31
294.49,744.23
294.93,743.63
295.38,742.41
295.83,740.54
296.27,738.03
296.72,734.98
297.17,731.50
297.61,727.79
298.06,724.07
298.50,720.57
298.95,717.51
299.40,715.10
299.84,713.47
300.29,712.70
300.73,712.79
301.18,713.70
301.63,715.31
302.07,717.47
302.52,720.01
302.96,722.74
303.41,725.53
303.85,728.25
304.30,730.81
304.75,733.18
305.19,735.35
305.64,737.35
306.08,739.21
306.53,740.99
306.97,742.69
307.42,744.32
307.86,745.85
308.31,747.20
308.75,748.30
309.20,749.06
309.65,749.38
310.09,749.23
