wavelength,counts
188.65,15.37
189.10,15.37
189.56,15.37
190.01,15.37
190.47,15.37
190.92,56.70
191.37,73.38
191.83,91.88
192.28,111.76
192.74,132.47
193.19,153.43
193.64,174.03
194.10,194.80
194.55,215.59
195.01,236.32
195.46,256.96
195.91,277.50
196.37,297.95
196.82,318.29
197.27,338.47
197.73,358.42
198.18,378.02
198.63,397.10
199.09,415.47
199.54,432.94
199.99,449.32
200.45,464.43
200.90,478.19
201.35,490.53
201.81,501.47
202.26,511.11
202.71,519.55
203.17,526.98
203.62,533.54
204.07,539.41
204.53,544.71
204.98,549.55
205.43,553.99
205.89,558.02
206.34,561.65
206.79,564.82
207.25,567.49
207.70,569.62
208.15,571.17
208.60,572.13
209.06,572.54
209.51,572.43
209.96,571.88
210.41,570.97
210.87,569.76
211.32,568.35
211.77,566.78
212.23,565.11
212.68,563.36
213.13,561.55
213.58,559.71
214.04,557.84
214.49,555.98
214.94,554.15
215.39,552.40
215.84,550.77
216.30,549.31
216.75,548.06
217.20,547.05
217.65,546.28
218.11,545.76
218.56,545.44
219.01,545.29
219.46,545.24
219.91,545.23
220.37,545.19
220.82,545.06
221.27,544.81
221.72,544.39
222.17,543.80
222.63,543.05
223.08,542.17
223.53,541.18
223.98,540.14
224.43,539.11
224.88,538.14
225.34,537.29
225.79,536.60
226.24,536.09
226.69,535.78
227.14,535.69
227.59,535.80
228.04,536.11
228.50,536.61
228.95,537.26
229.40,538.07
229.85,538.99
230.30,540.00
230.75,541.09
231.20,542.20
231.66,543.32
232.11,544.42
232.56,545.47
233.01,546.47
233.46,547.40
233.91,548.26
234.36,549.07
234.81,549.83
235.26,550.52
235.71,551.16
236.17,551.73
236.62,552.22
237.07,552.61
237.52,552.90
237.97,553.08
238.42,553.15
238.87,553.13
239.32,553.03
239.77,552.86
240.22,552.63
240.67,552.38
241.12,552.09
241.57,551.77
242.02,551.41
242.47,551.00
242.92,550.54
243.37,549.99
243.82,549.36
244.27,548.64
244.72,547.83
245.18,546.97
245.63,546.09
246.08,545.26
246.53,544.56
246.98,544.08
247.43,543.89
247.88,544.08
248.33,544.69
248.78,545.73
249.23,547.20
249.68,549.03
250.12,551.12
250.57,553.39
251.02,555.69
251.47,557.93
251.92,559.99
252.37,561.80
252.82,563.30
253.27,564.44
253.72,565.22
254.17,565.62
254.62,565.67
255.07,565.37
255.52,564.77
255.97,563.90
256.42,562.81
256.87,561.55
257.32,560.20
257.77,558.84
258.22,557.55
258.66,556.39
259.11,555.46
259.56,554.81
260.01,554.47
260.46,554.47
260.91,554.82
261.36,555.48
261.81,556.42
262.26,557.58
262.71,558.91
263.15,560.33
263.60,561.78
264.05,563.21
264.50,564.54
264.95,565.73
265.40,566.71
265.85,567.44
266.30,567.86
266.74,567.96
267.19,567.68
267.64,567.04
268.09,566.03
268.54,564.67
268.99,563.01
269.43,561.11
269.88,559.05
270.33,556.91
270.78,554.80
271.23,552.82
271.68,551.06
272.12,549.63
272.57,548.60
273.02,548.04
273.47,547.99
273.92,548.45
274.36,549.42
274.81,550.84
275.26,552.66
275.71,554.78
276.16,557.11
276.60,559.52
277.05,561.91
277.50,564.15
277.95,566.13
278.39,567.76
278.84,568.95
279.29,569.65
279.74,569.81
280.19,569.45
280.63,568.60
281.08,567.32
281.53,565.71
281.98,563.88
282.42,561.95
282.87,560.03
283.32,558.23
283.76,556.63
284.21,555.29
284.66,554.24
285.11,553.47
285.55,552.96
286.00,552.70
286.45,552.62
286.89,552.71
287.34,552.91
287.79,553.19
288.23,553.53
288.68,553.89
289.13,554.26
289.58,554.59
290.02,554.87
290.47,555.06
290.92,555.14
291.36,555.10
291.81,554.96
